"About the data: Exported on Dec 17, 2020. Criteria: Text - '""nuclear deterrence"" OR ""military deterrence"" OR ""conventional deterrence"" OR ""hybrid deterrence"" OR ""cyber deterrence"" OR cyberdeterrence' in title and abstract. © 2020 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,
Publication ID,DOI,Title,Abstract,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Cited references
pub.1131646061,10.4324/9781003081111-8,Nuclear Deterrence and Technological Change: Retrospect and Prospect,,The Logic of Nuclear Terror,2020,,,155-185,"Gray, Colin S",,,https://app.dimensions.ai/details/publication/pub.1131646061,0,
pub.1131646863,10.4324/9781003081111-13,Nuclear Deterrence and “World War III”: How Will History Judge?,,The Logic of Nuclear Terror,2020,,,251-282,"Booth, Ken",,,https://app.dimensions.ai/details/publication/pub.1131646863,0,
pub.1131540961,10.4324/9781003088325-9,"NATO, No First Use and Conventional Deterrence",,Deterrence in the 1980s,2020,,,166-182,"Buteux, Paul",,,https://app.dimensions.ai/details/publication/pub.1131540961,0,
pub.1132330600,10.2514/6.2020-4269,Nuclear Testing in Space as a Prerequisite for Effective Planetary Defense,"This paper summarizes the perspectives of panelists participating in the discussion of “Nuclear Devices for Planetary Defense” (PANEL-17) at the AIAA ASCEND conference in November 2020. The panelists’ backgrounds, and therefore their individual contributions below, cover the range of relevant disciplines: of course planetary defense threats and missions, but also space systems engineering, nuclear technologies, nuclear deterrence, and last but definitely not least space law. This approach helps illuminate the topic from multiple angles in order to encourage follow-on discussions among the communities of interest.",ASCEND 2020,2020,,,,"Osburg, Jan; Blanc, Alexis",RAND Corporation,United States,https://app.dimensions.ai/details/publication/pub.1132330600,0,
pub.1132356507,10.1093/ips/olaa024,Sound Matters: How Sonic Formations Shape the Nuclear Deterrence and Non-Proliferation Regimes,"Abstract Sound matters for international political sociology. Drawing upon literature from cultural geography and sound studies, we argue that sound contributes to political dynamics that are constitutive of world politics. To capture these dynamics, we offer a set of conceptual frameworks to analyze sound. First, we differentiate the concept of sound from noise and show the importance of doing so. Second, we introduce “sonic formations” as a means of capturing how sound contributes to world politics. Third, we make the case for analyzing sound's historicity, adaptability, relationality, and performativity (SHARP) in any given context. Fourth, using sonic formations and the SHARP framework, we examine an illustrative case study: the nuclear deterrence and non-proliferation regimes. By focusing on the role of sound in these regimes, our preliminary findings demonstrate the utility for the field of undertaking additional work to capture the wider significance of sound. This includes its contributions to shaping relations of power.",International Political Sociology,2020,,,olaa024-,"Guillaume, Xavier; Grayson, Kyle",University of Groningen; Newcastle University,Netherlands; United Kingdom,https://app.dimensions.ai/details/publication/pub.1132356507,0,"[Shapiro, Michael J.]|[]|Millennium Journal of International Studies|2001|30|3|583-601|10.1177/03058298010300031401|pub.1000538662|8;[MUTIMER, DAVID]|[]|European Journal of International Relations|1998|4|1|99-129|10.1177/1354066198004001004|pub.1001532650|9;[Gallagher, Michael]|[ur.01062357230.74]|Emotion Space and Society|2016|20||42-48|10.1016/j.emospa.2016.02.004|pub.1006772224|47;[Kane, Brian]|[]|Sound Studies|2015|1|1|2-21|10.1080/20551940.2015.1079063|pub.1007115651|95;[Badenoch, Alexander; Fickers, Andreas]|[ur.011233513331.35; ur.0700656557.41]|Materializing Europe|2010|||1-23|10.1057/9780230292314_1|pub.1007348338|7;[Robinson, Sam]|[]|The Surveillance Imperative|2014|||105-124|10.1057/9781137438744_6|pub.1009674337|1;[BAILEY, PETER]|[]|Body & Society|1996|2|2|49-66|10.1177/1357034x96002002003|pub.1013503785|41;[Protevi, John]|[ur.014551674267.12]|Theory & Event|2010|13|3||10.1353/tae.2010.0006|pub.1021266118|6;[Hansen, Lene]|[]|Millennium Journal of International Studies|2000|29|2|285-306|10.1177/03058298000290020501|pub.1022519930|254;[Gusterson, Hugh]|[ur.0620423224.26]|Cultural Anthropology|1999|14|1|111-143|10.1525/can.1999.14.1.111|pub.1023438319|48;[Mitchell, W. J.T.]|[]|Journal of Visual Culture|2002|1|2|165-181|10.1177/147041290200100202|pub.1024504584|251;[Dingli, Sophia]|[ur.07631704733.82]|European Journal of International Relations|2015|21|4|721-742|10.1177/1354066114568033|pub.1027944227|19;[Andersen, Rune S; Vuori, Juha A; Guillaume, Xavier]|[ur.014605516254.43; ur.07747623575.22; ur.014131164211.07]|Security Dialogue|2015|46|5|440-457|10.1177/0967010615585106|pub.1030589663|21;[]|[]||2014||||10.1057/9781137463272|pub.1031506771|6;[Shapiro, Michael]|[]||2012||||10.4324/9780203101506|pub.1033078544|33;[van Laak, Dirk]|[]|Materializing Europe|2010|||27-43|10.1057/9780230292314_2|pub.1034581282|3;[Radovac, Lilian]|[ur.01315573146.58]|Communication and Critical/Cultural Studies|2014|11|1|34-41|10.1080/14791420.2013.829636|pub.1038101359|5;[Larkin, Brian]|[ur.013311346775.75]|Annual Review of Anthropology|2013|42|1|327-343|10.1146/annurev-anthro-092412-155522|pub.1039374164|880;[MacDonald, Fraser]|[ur.015023013321.27]|Transactions of the Institute of British Geographers|2006|31|1|53-71|10.1111/j.1475-5661.2006.00196.x|pub.1043470099|51;[Classen, Constance]|[ur.011370525260.48]|International Social Science Journal|1997|49|153|401-412|10.1111/j.1468-2451.1997.tb00032.x|pub.1045449800|167;[Dunn, Lewis A.]|[ur.016552020617.93]|The Annals of the American Academy of Political and Social Science|1977|430|1|96-109|10.1177/000271627743000111|pub.1046593252|3;[Rabinowitz, Or; Miller, Nicholas L.]|[ur.010625356660.28; ]|International Security|2015|40|1|47-86|10.1162/isec_a_00207|pub.1048191337|20;[Dahlman, Ola]|[ur.011772430531.19]|Science & Global Security|2013|21|2|95-105|10.1080/08929882.2013.798980|pub.1048413126|2;[Kelman, Ari Y.]|[ur.012321674247.86]|The Senses and Society|2010|5|2|212-234|10.2752/174589210x12668381452845|pub.1050207345|42;[Nacht, Michael]|[]|International Organization|1981|35|1|193-212|10.1017/s0020818300004148|pub.1051094762|3;[Sterne, Jonathan]|[]||2012||||10.4324/9780203723647|pub.1052235052|196;[Vuori, Juha A.]|[ur.07747623575.22]|Security Dialogue|2010|41|3|255-277|10.1177/0967010610370225|pub.1052526258|46;[Deitchman, Seymour J.]|[ur.013716013553.98]|The Journal of Military History|2008|72|3|869-887|10.1353/jmh.0.0024|pub.1052753501|5;[Gallagher, Michael; Kanngieser, Anja; Prior, Jonathan]|[ur.01062357230.74; ur.016240175023.14; ur.016157630321.09]|Progress in Human Geography|2017|41|5|618-637|10.1177/0309132516652952|pub.1053933293|40;[GRAYSON, KYLE]|[ur.011365567655.13]|Review of International Studies|2010|36|4|1005-1019|10.1017/s0260210510001415|pub.1054065492|5;[Revill, George]|[ur.01356473250.07]|Environment and Planning D Society and Space|2000|18|5|597-613|10.1068/d224t|pub.1058159902|56;[Revill, George]|[ur.01356473250.07]|Progress in Human Geography|2016|40|2|240-256|10.1177/0309132515572271|pub.1063814094|50;[Sagan, Scott D.]|[]|International Security|1996|21|3|54|10.2307/2539273|pub.1069980803|183;[Akiyama, Mitchell]|[]|Canadian Journal of Communication|2010|35|3||10.22230/cjc.2010v35n3a2261|pub.1084397483|8;[Shiga, John]|[ur.013572143743.64]|Canadian Journal of Communication|2013|38|3||10.22230/cjc.2013v38n3a2664|pub.1084397657|21;[]|[]||2005||||10.1007/978-1-137-05617-7|pub.1084684657|22;[Franklin, M. I.]|[]|Resounding International Relations|2005|||1-26|10.1007/978-1-137-05617-7_1|pub.1084931998|2;[Fregonese, Sara]|[ur.011221121571.97]|Political Geography|2017|61||1-10|10.1016/j.polgeo.2017.04.009|pub.1085401194|19;[Lake, Robert W]|[ur.07445426057.61]|Big Data & Society|2017|4|1|205395171668253|10.1177/2053951716682537|pub.1085427053|15;[Bell, Gary; Schultz, Marian; Schultz, James]|[; ; ]|The Journal of Aviation/Aerospace Education and Research|2000||||10.15394/jaaer.2000.1270|pub.1085623984|1;[Powell, Robert]|[]||1990||||10.1017/cbo9780511551598|pub.1098679646|145;[Klein, Bradley S.]|[]||1994||||10.1017/cbo9780511559037|pub.1098708164|68;[Daughtry, J. Martin]|[]||2015||||10.1093/acprof:oso/9780199361496.001.0001|pub.1098732036|88;[Gienow-Hecht, Jessica C. E.]|[ur.011366727243.59]||2009||||10.7208/chicago/9780226292175.001.0001|pub.1099468255|33;[Biswas, Shampa]|[]||2014||||10.5749/minnesota/9780816680979.001.0001|pub.1099482321|33;[]|[]||2018||||10.1007/978-3-319-63163-9|pub.1100560580|6;[Egeland, Kjølv]|[ur.016370252261.78]|Critical Studies on Security|2019|7|1|1-4|10.1080/21624887.2018.1468102|pub.1103691676|1;[Patton, Tamara]|[]|Global Change Peace & Security|2018|30|2|1-21|10.1080/14781158.2018.1467392|pub.1103953428|4;[Guillaume, Xavier]|[ur.014131164211.07]|Security Dialogue|2018|49|6|476-492|10.1177/0967010618789755|pub.1106347085|5;[Weitzel, Michelle D]|[ur.010157476104.35]|Security Dialogue|2018|49|6|421-437|10.1177/0967010618795788|pub.1107191175|2;[Bijsterveld, Karin]|[ur.01227605617.05]||2019||||10.1057/978-1-137-59829-5|pub.1108245798|11;[Aguilar, Juan R]|[]|Urvio|2018||23|128-141|10.17141/urvio.23.2018.3454|pub.1110354447|2;[Hamidi, Sidra]|[ur.012116017051.20]|European Journal of International Relations|2020|26|2|545-568|10.1177/1354066119875999|pub.1121268986|1;[Adey, Peter]|[]|M/C Journal|2009|12|1||10.5204/mcj.112|pub.1131718894|1"
pub.1132361128,10.1080/14702436.2020.1842205,Thomas Hobbes as strategist,"Hobbes’ relevance to the concerns of strategy has gone unappreciated. He is, after all, interested in escaping the condition of war, rather than exploiting its political utility. And yet, exactly because of this, Leviathan addresses the principal difficulty with strategic deliberation – which is the epistemic deficit that attends human interaction, encouraging anticipatory violence. As the military theorist Carl von Clausewitz observed, minimizing the costs of war involves identifying opportunities for exercising mutual restraint over its conduct. And achieving this requires that the aforementioned epistemic deficit be ameliorated. For Hobbes, the sovereign state achieves this for its citizens; but he also considers other solutions in the context of relations between such states. The resulting insights are relevant to matters such as nuclear deterrence, and recent stability operations in the Middle East.",Defence Studies,2020,,,1-17,"Stone, John",King's College London,United Kingdom,https://app.dimensions.ai/details/publication/pub.1132361128,0,"[Freedman, Lawrence]|[]|The Washington Quarterly|2003|26|2|105-114|10.1162/01636600360569720|pub.1004649208|12;[Betts, Richard K.]|[]|International Security|2000|25|2|5-50|10.1162/016228800560444|pub.1012927641|58;[F.R.S., P. M. S. Blackett M.A.]|[]|Royal United Services Institution Journal|1961|106|623|342-354|10.1080/03071846109420701|pub.1020847408|1;[Lasswell, Harold D.]|[]|American Journal of Sociology|1941|46|4|455-468|10.1086/218693|pub.1058538191|214;[Sherman, Michael; Bull, Hedley]|[; ]|International Journal Canada's Journal of Global Policy Analysis|1965|20|4|585|10.2307/40199722|pub.1070530067|3;[Heuser, Beatrice]|[]||2010||||10.1017/cbo9780511762895|pub.1098663835|57;[Wohlstetter, Albert]|[]|Foreign Affairs|1959|37|2|211|10.2307/20029345|pub.1102763664|138;[]|[]||1986||||10.1515/9781400835461|pub.1113146785|62;[Stone, John]|[]|Journal of Strategic Studies|2019|||1-21|10.1080/01402390.2019.1612376|pub.1114504847|1"
pub.1132244044,10.34389/asiajapan.2.0_109,North Korea’s Advanced Nuclear Weapons and US Extended Deterrence for Japan: An Assessment Based on Nuclear Deterrence Theory,"The purpose of this article is to assess the DPRK’s advanced nuclear weapons’ influence on the credibility of the US extended deterrence for Japan from the perspective of nuclear deterrence theory. The structure of this article is firstly to review preceding works both on theories related to extended deterrence and on area studies in the regions having lived with nuclear weapons. Secondly, it will reveal the current evaluation of the advanced nuclear weapons developed under the Kim Jong Un regime as well as the history of how the US extended deterrent for Japan has developed. Finally, I will theoretically analyze its influences on the US extended deterrent, especially focusing on Missile Defense (MD), for Japan, while contemplating the clearly changing security environment that has been observed nowadays. As a result of its verification, this article concludes that at present the credibility of the US extended deterrent to Japan has decreased when compared to the past seventy years, considering the ever longer spear of the DPRK, which is capable of reaching US metropolitan cities, such as Washington D.C. and NYC, and able to break through the shield of the US-Japan alliance.",,2020,2,,109-134,"Choi, Jung Hoon",Ritsumeikan University,Japan,https://app.dimensions.ai/details/publication/pub.1132244044,0,
pub.1128823561,10.3726/b17452,Nuclear Deterrence and Conflict Management Between India and Pakistan,,,2020,,,,"Shamsi, Zia Ul Haque",,,https://app.dimensions.ai/details/publication/pub.1128823561,0,
pub.1131569618,10.4324/9781003082415-4,Nuclear Deterrence and the Use of the Just War Doctrine,,Objections to Nuclear Defence,2020,,,41-66,"Ruston, Roger",,,https://app.dimensions.ai/details/publication/pub.1131569618,0,
pub.1131564030,10.4324/9781003082415-9,The Great Wall of China. Notes on the Ideology of Nuclear Deterrence,,Objections to Nuclear Defence,2020,,,144-167,"Bulkeley, Rip",,,https://app.dimensions.ai/details/publication/pub.1131564030,0,
pub.1131548071,10.1093/oxfordhb/9780190097356.013.19,Nuclear Weapons and Peaceful Change,"This chapter aims to identify key aspects of the nuclear revolution that are pertinent to the problem of power transition and peaceful change in international affairs. To this end, it elaborates on five primary institutions of global nuclear order: nuclear deterrence, nuclear arms control, nuclear nonproliferation, nuclear nonuse, and nuclear disarmament. The chapter then unpacks the conceptual logic of these five institutions in the context of peaceful and violent change in world politics and explores their mutual linkages and conflicts. It highlights both the limits of these institutions and their inherent incompatibilities, mindful of the extraordinary violence nuclear war can cause and the underlying fear that prevents nuclear powers from engaging in reckless behavior.",The Oxford Handbook of Peaceful Change in International Relations,2020,,,,"Smetana, Michal",,,https://app.dimensions.ai/details/publication/pub.1131548071,0,
pub.1133292613,10.37468/2307-1400-2020-3-5-15,Strategic culture: to the question of the evolution theory,"Status of the issue. The development of the theory of strategic culture began more than seven decades ago. To date, the theory has evolved from the theoretical justification of the behavioral styles of elites representing institutions and security services, to the development of models for the use of national strategic cultures as an important tool for political struggle at the global and regional levels. It should be noted that Russian political science is significantly lagging behind foreign science in the theoretical understanding of the problem and in the development of effective models for countering the Anglo-Saxon strategic culture, which has an openly aggressive Russophobic content. Results. In the course of political analysis of the evolution of the theory of strategic culture, four stages of its development and their features were identified. At the first stage-the 40-60s of the XX century, the main content was the study of national styles in strategic planning in the field of national security, caused by a military clash during the World War II. Stereotyping of the initial grounds and a certain ethnocentrism as the main features of the stage, were subjected to reasonable criticism and stimulated the further development of theoretical provisions of the problem. At the second stage – the 70-90s of the XX century researchers developed a methodology for structural and functional analysis, institutionalism and modeling of competitive relations between regional actors. This was caused by the advent of the era of nuclear deterrence. The third stage of the wave of research on strategic culture is formed at the turn of the XX and XXI centuries. Theoretical and methodological research is carried out during this period in the framework of a critical rethinking of previous approaches and the formation of a trend towards neorealism. On the basis of comparative analysis, distinctions and justifications of different types of strategic culture and corresponding strategic thinking, as well as the behavior of actors, were identified. At the present stage of theory evolution, the main attention of researchers is focused on the dynamics of changing strategic culture under the influence of threats and risks of globalization and specific events, identifying competing narratives within countries themselves, searching for effective models for changing existing national strategic cultures in the interests of the dominant regional strategic cultures – Anglo-Saxon, European, Asian (Chinese). The effectiveness of applying the results of Western research programs in political practice is proved by the process of reformatting, for example, the Ukrainian strategic culture with an anti-Russian trend. Application. Political science – in order to continue the debate on strategic culture, the further development of the theory in the light of modern conditions of the clash of strategic cultures on a global level, and also political practice of compromise to minimize the challenges, risks and threats in international relations at the regional and global levels. Conclusions. Further development of the theory of strategic culture is actualized by the sharp aggravation of the confrontation between national and regional strategic cultures in different geopolitical strategic regions of the planet. This confrontation is caused by two main factors: the presence and strengthening of a number of national strategic cultures and the desire to dominate individual national and regional strategic cultures. In the context of using national strategic cultures as an important tool of political struggle, the development of models for interaction of strategic cultures based on compromise can help to minimize risks in international relations. The level of modern theoretical understanding of the problem does not correspond to the complexity of tasks to ensure national, regional and global security.",,2020,2020,3,5-15,"Artamonov, V; Lukin, V; Musienko, T",St Petersburg University,Russia,https://app.dimensions.ai/details/publication/pub.1133292613,0,"[Luckham, Robin]|[ur.013247017271.91]|Alternatives Global Local Political|1984|10|1|1-44|10.1177/030437548401000102|pub.1027879958|16;[Glenn, John]|[]|International Studies Review|2009|11|3|523-551|10.1111/j.1468-2486.2009.00872.x|pub.1029013039|24;[Gray, Colin S.]|[]|International Security|1981|6|2|21|10.2307/2538645|pub.1069980334|52;[Bloomfield, Alan]|[]|Australian Journal of Politics & History|2018|64|4|641-656|10.1111/ajph.12513|pub.1110011356|2;[Beeson, Mark; Bloomfield, Alan]|[ur.014121574216.27; ur.011226022325.65]|Contemporary Security Policy|2019|40|3|1-27|10.1080/13523260.2019.1594534|pub.1113060758|2"
pub.1131138977,10.29311/nmes.v10i1.3615,Deciphering Trump’s “Maximum Pressure” Policy: The Enduring Challenge of Containing Iran,"Since the advent of the 1979 Islamic Revolution, the US has pursued a policy of containment towards Iran. In a major shift from Obama’s policy of appeasement, the Trump administration has spearheaded the “Maximum Pressure” campaign in an effort to contain Iran and coerce it into changing its behaviour. Although the fate of Trump’s policy remains a puzzle, it is evident that the US administration’s decisions, i.e. the withdrawal from the JCPOA (Joint Comprehensive Plan of Action), re-imposition of nuclear-related sanctions and re-securitisation of Iran as well as Tehran’s counter-strategies to defy US pressures have exacerbated the enmity between Washington and Tehran. By applying the Regional Security Complex theory and linking it with George Kennan’s “containment strategy”, this article attempts to deconstruct the modus operandi of Trump administration towards Iran and scrutinise the various policy tools the US has employed to implement the maximum pressure doctrine. This research concludes that through exerting vast economic sanctions, maximizing diplomatic pressures and maintaining military deterrence, the Trump administration aims to create the conditions of possibility for regime collapse in the event that Iran refuses to change its behaviour. The article uses an analytical-explanative method and seeks to contribute to the existing academic and policy-oriented research regarding US-Iran relations via employing a hybrid theoretical lens.",New Middle Eastern Studies,2020,10,1,,"Joobani, Hossein Aghaie; Daheshvar, Mohammadhossein",,,https://app.dimensions.ai/details/publication/pub.1131138977,0,
pub.1131172460,10.1093/actrade/9780198860532.003.0005,5. Nuclear deterrence and arms control,"Did the nuclear revolution contribute to an era of peace? ‘Nuclear deterrence and arms control’ looks at the post-World War II stalemate and Cold War détente. The concept of deterrence did not come up until the second decade of the nuclear age. The introduction of thermonuclear weapons and nuclear-tipped, long-range intercontinental ballistic missiles turned foreign policy on its head. Mutual deterrence was less of a policy than a reality. With the Cuban Missile Crisis, Moscow mounted a show of defiance at a moment when it was relatively weak. The Carter and Reagan administrations were beset by external and internal disagreements, but prudence and luck prevailed.",Nuclear Weapons: A Very Short Introduction,2020,,,60-79,"Siracusa, Joseph M.",,,https://app.dimensions.ai/details/publication/pub.1131172460,0,
pub.1129456340,10.1093/isr/viz018,Grappling with Dr. Strangelove’s “Wargasm” Fantasy,"Abstract Dr. Strangelove continues to be viewed as one of the most acclaimed films of all-time. Likewise, international relations (IR) experts commonly list the film among the most essential IR-themed movies. The IR scholars who discuss Dr. Strangelove as a text or recommend it for courses generally claim that it can be used to explain nuclear deterrence, the security dilemma, mutually assured destruction, Cold War competition, and various other traditional serious concerns of the field. They also recognize that the satirical film is critical of nuclear strategy. This article considers Dr. Strangelove’s sexual subtext, involving important metaphors and symbols that IR scholars characteristically ignore. Yet, for decades, film critics and scholars from other disciplines have identified and emphasized the importance of the film's comedic “sexual framework” and concluding “wargasm.” Director Stanley Kubrick even acknowledged these key elements in private correspondence. The film suggests that the national security establishment's masculine view of the utility of nuclear weapons and deterrence are comparable to absurd male sexual fantasies. Feminist IR scholars frequently note that mainstream scholars largely ignore their critique of masculine views of the discipline and nuclear strategy. The article concludes that scholars in the field should both prioritize Dr. Strangelove’s sexual subtext and rely upon feminist contributions to help understand those elements.",International Studies Review,2020,22,3,464-481,"Payne, Rodger A",University of Louisville,United States,https://app.dimensions.ai/details/publication/pub.1129456340,0,"[Lieberfeld, Daniel]|[ur.016326646061.17]|Political Science and Politics|2007|40|3|571-574|10.1017/s1049096507070837|pub.1001274165|14;[Bliddal, Henrik; Sylvest, Casper; Wilson, Peter]|[; ur.016034645067.31; ]||2013||||10.4324/9780203761472|pub.1003255627|9;[Stienstra, Deborah]|[ur.0752670712.13]|International Studies Perspectives|2000|1|3|233-244|10.1111/1528-3577.00024|pub.1006612429|9;[Kuzma, Lynn M.; Haney, Patrick J.]|[ur.012005106146.07; ur.010437450223.16]|International Studies Perspectives|2001|2|1|33-50|10.1111/1528-3577.00036|pub.1007833840|51;[Ringmar, Erik]|[ur.016457673323.97]|Cooperation and Conflict|2006|41|4|403-421|10.1177/0010836706069611|pub.1012322020|26;[Peach, Lucinda Joy]|[ur.012362505124.60]|Ethics and Weapons of Mass Destruction|2004|||436-450|10.1017/cbo9780511606861.024|pub.1018076155|3;[Grayson, Kyle; Davies, Matt; Philpott, Simon]|[ur.011365567655.13; ur.010751701150.94; ur.012344642150.09]|Australian Journal of Political Science|2009|29|3|155-163|10.1111/j.1467-9256.2009.01351.x|pub.1019966222|97;[Duncanson, Claire; Eschle, Catherine]|[; ]|New Political Science|2008|30|4|545-563|10.1080/07393140802518120|pub.1020863203|9;[Cohn, Carol; Ruddick, Sara]|[; ]|Ethics and Weapons of Mass Destruction|2004|||405-435|10.1017/cbo9780511606861.023|pub.1023230443|25;[Valeriano, Brandon]|[ur.013636643561.19]|Journal of Political Science Education|2013|9|1|52-72|10.1080/15512169.2013.747840|pub.1023419147|19;[Tickner, J. Ann]|[ur.016543303752.02]|Millennium Journal of International Studies|1988|17|3|429-440|10.1177/03058298880170030801|pub.1024973897|90;[Ackerly, Brooke; Mügge, Liza]|[ur.013735344201.15; ur.012441775603.21]|Political Science and Politics|2016|49|3|541-545|10.1017/s1049096516000949|pub.1026128092|1;[Morgenthau, Hans J.]|[ur.010060771555.84]|American Political Science Review|1964|58|1|23-35|10.2307/1952752|pub.1027100140|31;[Christensen, Ann-Dorte; Rasmussen, Palle]|[ur.014661675147.50; ur.011627016743.81]|Norma|2015|10|3-4|189-202|10.1080/18902138.2015.1113675|pub.1027655905|5;[Hall, Ian]|[ur.011507204627.35]|European Journal of International Relations|2014|20|1|217-236|10.1177/1354066112445187|pub.1029982612|9;[Carpenter, Charli]|[ur.0605631340.47]|International Studies Perspectives|2007|8|3|340-343|10.1111/j.1528-3585.2007.00299.x|pub.1033472770|3;[Lindley, Dan]|[]|Political Science and Politics|2001|34|3|663-667|10.1017/s1049096501001068|pub.1035454937|19;[]|[]|Diabetes Care|2010|33|Suppl 1|s1-s2|10.2337/dc10-s001|pub.1048735267|620;[Blanchard, Eric M.]|[]|Signs|2003|28|4|1289-1312|10.1086/368328|pub.1058662951|102;[Cohn, Carol]|[]|Signs|1987|12|4|687-718|10.1086/494362|pub.1058778350|595;[Willer, Robb; Rogalin, Christabel L.; Conlon, Bridget; Wojnowicz, Michael T.]|[ur.01056402257.30; ur.013576473555.46; ur.011504035411.74; ur.0630565102.50]|American Journal of Sociology|2013|118|4|980-1022|10.1086/668417|pub.1058852395|146;[Payne, Rodger A.]|[ur.013732467531.38]|International Studies Perspectives|2016|||ekv026|10.1093/isp/ekv026|pub.1059716231|4;[Lowery, J. V.]|[]|OAH Magazine of History|2002|16|4|32-37|10.1093/maghis/16.4.32|pub.1059877340|3;[Toon, Owen B.; Robock, Alan; Turco, Richard P.; Bardeen, Charles; Oman, Luke; Stenchikov, Georgiy L.]|[ur.015751162755.41; ur.0575643513.02; ur.010651706062.33; ur.011126623011.37; ur.07371772627.78; ur.0700305323.44]|Science|2007|315|5816|1224-1225|10.1126/science.1137747|pub.1062455152|39;[Maland, Charles]|[ur.014555651663.21]|American Quarterly|1979|31|5|697|10.2307/2712432|pub.1070074070|4;[Linden, George W.]|[]|Journal of Aesthetic Education|1977|11|1|63|10.2307/3331863|pub.1070269353|1;[Stillman, Grant B.]|[ur.012131022155.49]|Film History|2008|20|4|487-500|10.2979/fil.2008.20.4.487|pub.1070937659|3;[Kuusisto, Riikka]|[ur.011223704331.39]|International Politics|2018|55|2|160-176|10.1057/s41311-017-0076-2|pub.1092060677|6;[Daniel, J Furman; Musgrave, Paul]|[ur.013774406653.52; ur.011510501601.83]|International Studies Quarterly|2017|61|3|503-516|10.1093/isq/sqx053|pub.1092642198|19;[Hooper, Charlotte]|[]||2001||||10.7312/hoop12074|pub.1099456071|185;[Broderick, Mick]|[]||2017||||10.7312/brod17708|pub.1099530314|2;[Krämer, Peter]|[]||2014||||10.1007/978-1-84457-780-4|pub.1109343518|5;[Naremore, James]|[]||2007||||10.5040/9781838711412|pub.1122191985|14"
pub.1129855892,10.1093/ia/iiaa096,Who stole disarmament? History and nostalgia in nuclear abolition discourse,"Abstract Influential members of the disarmament community have in recent years maintained that further progress towards the international community's nominally shared goal of a world without nuclear weapons depends on recapturing the spirit and practices of cooperation that prevailed in the late 1980s and 1990s. Proponents of abolition, in this view, should focus their efforts on revitalizing the tried and tested arms control formula that was implemented following the end of the Cold War. In this article, I argue that this call to make disarmament great again reflects unwarranted nostalgia for a past that never was, fostering overconfidence in established approaches to the elimination of nuclear weapons. Far from putting the world on course to nuclear abolition, the end of the Cold War saw the legitimation of nuclear weapons as a hedge against ‘future uncertainties’ and entrenchment of the power structures that sustain the retention of nuclear armouries. By overselling past progress towards the elimination of nuclear arms, the nostalgic narrative of a lost abolitionist consensus is used to rationalize the existing nuclear order and delegitimize the pursuit of new approaches to elimination such as the movement to stigmatize nuclear weapons and the practice of nuclear deterrence.",International Affairs,2020,96,5,1387-1403,"Egeland, Kjølv",,,https://app.dimensions.ai/details/publication/pub.1129855892,0,
